username;mentions
gfahner;Arnoudproos
JustineMarcella;
xamyvanb;
leonbroekx;
ferryman;
imkevandenbrand;
IVIndependent1;Legerdesheils
randymartens;
Johnerous;EWdeVlieger,VoorNederland,PartijvdDieren
WilHogeman;Legerdesheils
yrealj;
YidArmyNL;
nickfylax;
okogam;LodewijkA
richardouds;bartlup
plankgast;bartlup
IsisEvrinen;
LarsRoos;
FoughtyWilliam;
bartsnels;rogierelshout
JasperFastl;NOS,jesseklaver,sybrandbuma
JJtheGent;uri4u,LodewijkA,PvdA
NoBrotherVPN;AdvocaatAlpha,Piratenpartij,ncilla
louisfthansen;bartlup
ger2591;FoughtyWilliam
SaschaBaggerman;LodewijkA
RichTweeting;
erikvzuylen;florispoort
LNevesGoncalves;woukevscherrenb,J_Dijsselbloem
AnneGraumans;
bnijenhuis;
CustersEva;bartlup
WillemvanSermon;
OnlineMarketeer;
Bvanroosendaal;Nikki013
MarOirs;
FoughtyWilliam;
SamMouzarmi;remyvanmannekes
ChristeldeHaas;Fossielvrij,gertjansegers,mariannethieme
johnrich38;HansdeBoer18
PlepsART;VogelvrijeHArts
RonVerheijen;
AllardPolak;bartlup
FoughtyWilliam;
Irma_Koopman;
BirkeUden;Paul_0110
niss0706;
boerdeboer;
P78ter;
EEvanHelden;petervheemst
Meebeweger;
VonkTilburg;Legerdesheils
boyketenbroeke;
hanspijnaker;thierrybaudet,THiddema
FoughtyWilliam;
mikeevdm;bartlup
DaanVerhoeven;
timkrechting;bartlup
bertilfranken;emileroemer
ArianJacobs;
Energiecomm;Energiecomm,emileroemer,LodewijkA
m_vanderkloor;
VonkTilburg;Legerdesheils
OliverSchomborg;emileroemer,LodewijkA,PvdA
Marjolijn;
Frank18010;bartlup
ChrisJanssenCJ;sp,PVV
interalphanske;
KlaasHa;
FoughtyWilliam;
frxnsien;fransweisglas,markrutte,gertjansegers
2BFrank;bartlup
EvertvanRest;
bramvommen;
LiseWitteman;
esthervgeldorp;
CCommijs;GreenpeaceNL
mcleaver;Dolfjansen
IVIndependent1;Legerdesheils
leonvincken;VogelvrijeHArts
Spittie28;
kaatjehotemetoo;sdinjens
kstefels;bartlup
FoughtyWilliam;
PetraCVliss;Legerdesheils
RobSpierings;
frxnsien;fransweisglas,geertwilderspvv,LodewijkA
lenifillekes;DonRoelofsen
naatdefeo;
dirk_co;fransweisglas,sybrandbuma,APechtold
Burgemeester;
MartTeunissen;fdolfsma,sybrandbuma,jpbalkenende
FoughtyWilliam;
CaspervanEs;
sellie72;bartlup
HansdeBoer18;
roepme;
Paul_0110;
Luuk_DC;
frxnsien;fransweisglas,sybrandbuma,APechtold
erikbouwer;VogelvrijeHArts
MariellevOort;woukevscherrenb,J_Dijsselbloem
anne_baas;bartlup
EvaKnoet;Thara_TN,emileroemer
sytsesybesma;cdavandaag
mickeymeat;YidArmyNL
joffrey25;
maartenhopman94;
MartijnKramer;bartlup
DutchRenitent;DamonGolriz,JacquesMonasch
nielsvans;bartlup
pkuiper;
RobbinvPelt;
RonSmallenburg;
keesgroeneveld3;
julesraijer;
sabinemetz;bartlup
toinehazen;thiessenmark
robertopostma;
VVDWaddinxveen;remcovvd
Andries_tekst;
ejb8921;bartlup
LaurensVVoorst;
epdelap;mvanhulten
Kuif007;SPnl
itsFloris;bartlup
HighwaymanNH;
SJOERDvanHEIST;
Dracon85;
marizsmn;
rosiek_iwan;stopmoslimhaat
SaraJac53729508;
VVDBunnik;thiessenmark
IesAstra;bartlup
frxnsien;fransweisglas,jesseklaver,sybrandbuma
Suuz_;bartlup
LekkerBlaten;JocelynNugteren
ThijsLoonstra;VVD
AdrivandenEnde;lentie
BonteRaaf;PatrickCoppens1
xynyxs;Dolfjansen
PvdAtotMonasch;
BeardedBlob;
Sannelcv;bartlup
LLMeijer;bartlup
Onfinndbaar;bartlup
lieskaptein;vanderzande,nosop3
cpo3x;
ThomOllie;bartlup
AlynatedLioness;ashatenbroeke
xKimnugget;deniedhumrights
tugspotter;
IvarGierveld;
koriander16;
EricJensen020;
MMMilouu;bartlup
dehoogh;
frxnsien;bartlup
JulianZieleman;
slobfafie;Legerdesheils
El_Griego79;Boreout
Phixion_;bartlup
coenvanelst;emileroemer,LodewijkA
MichelOss;LodewijkA
aquerci;
megamyrtuh;bartlup
MarienIDloods;
marcsamsom;DannyMekic
traallok;watdoetsteven
LarsBoelen;Energiecomm
GPuylaert;
1980Anke;bartlup
rikwes66;
Arjantweets;Hanssteenbergen
Robert_Prins;SjoerdB
naatdefeo;
Marleentje71;VogelvrijeHArts
SHdeWilde;DannyMekic
RobDekay;Dolfjansen
Stormtroepen;knipoog50
VaagjuniorGames;bartlup
vriendin_van;JocelynNugteren
oorgasmisch;
VVD_VenV;remcovvd
frikandally;bartlup
Koos_commentaar;Thijswnl
AndreDaamen;YurreWieken
virginbrain;Espen_vdH
RuudKooij;remcovvd
CarolijnHofte;ewoudbutter
kanters_jeroen;bartlup
keklikyucel;mvanhulten
Slingerland57;woukevscherrenb
Inge_V;
MaartenHHoog;
BeardedBlob;
vlugtstrook;fvdemocratie,thierrybaudet,THiddema
wkkippen;Energiecomm,emileroemer,LodewijkA
SemmyJ;NOS,jesseklaver,sybrandbuma
PcmPaulien;atietwiet
TonyVroom;
freddyrosink;wierdduk
palpeet;Verkoulen
cecilevisscher;VogelvrijeHArts
WimvanBeek1;Thijswnl
BartMos;LiseWitteman
kayfrizo;
avanheertum;
fundamujde;woukevscherrenb,J_Dijsselbloem
Pieterhilhorst;LodewijkA,emileroemer
YolandeBrada;mvanhulten
RohanNagel1997;YurreWieken
PMAvanZutphen;Legerdesheils
Irma_Koopman;
nielstiekstra;FreeAtLiberty,APechtold
PatatjeMetMayo;AdvocaatAlpha,Piratenpartij,ncilla
Sabio_VD;
mirthebiemans;
GeertDreschler;
Fromdamountain;
bertwolters1966;
JocelynNugteren;
Miszmii;
Soepkip7;
YurreWieken;
willibrordia;LiseWitteman
kirs21;BenHarmers
PaulVermast;
ConnieMaathuis;uri4u,PvdA,SPnl
rulesbyrosita;
Dulfera;RikSeveke
pino_chetsnek;hanspijnaker
DBruchem;
gedachtegoed;chantalcoolsma
Erwinelectronic;victorginori
MalkisJajan;thiessenmark
EvaKnoet;Verkoulen
HenkBosker;petra_stienen
Sjorsrem;
NvB1975;petervheemst
duins1;
LiseWitteman;
judithbokhove;petervheemst
brinkster20;_HvT_
JannesvanRoermu;NOS
CorVreede;DareHeGoes,APechtold
mvanhulten;
BartZijp;VogelvrijeHArts
arieverhagen;petervheemst
berentsenlau;volkskrant
engelina2911;olle010,thierrybaudet,fvdemocratie
Ursula4379;bartlup
stonehead;bartlup
YurreWieken;
amberbruinsxo;bartlup
Rootje71;LodewijkA,NLzorgfonds
SLECHTVOLK;VogelvrijeHArts
quimetz;Michelknapen
SchoutenPeter;bartlup
MauriceSeleky;
MarienWaard;vanderzande,nosop3
BartMos;LiseWitteman
Grannny63;VogelvrijeHArts
SjoerdGeurts;
koen_roelofs;bartlup
MaartenSlagter;robvandegroep
wesleyvdheijden;
Dracon85;
thijsz__;
Anna1procent;
paulinewes;Layspace
TwitMatthijs;
WilHogeman;Legerdesheils
Olaf_Koot;sybrandbuma
MargjeMahler;
thecybercrew;geertwilderspvv,markrutte,sybrandbuma,APechtold
Wilcorkes;MohamedMokaddem,LodewijkA
DaanRijkers;
neevvd;Thijswnl
SPHeezeleende;Rootje71,sybrandbuma
Bjornar011;YidArmyNL
endeeh;GPuylaert
deniedhumrights;xKimnugget
Grieven;
Wauwelwok;fvdemocratie,thierrybaudet,THiddema
ErikVandewall;timversnel
mrHTadema;ThomasS_VU
TimmerRien;Legerdesheils
uri4u;PvdA,SPnl
veranderwens;Fossielvrij,gertjansegers,mariannethieme
Diejaanaa;VogelvrijeHArts
TheoAndreae;vanderzande
martijnalmere;bartlup
ferryman;
jeroensk;marjolijn1994
petervanlubs;fransweisglas,sybrandbuma,APechtold
ahjs1965;AllardPolak,LodewijkA
deligted;
christiancarlie;bartlup
gwdubbeldam;emileroemer,LodewijkA
anatwitje;emileroemer
marjolijn1994;
WarnervdLouw;
BartMos;LiseWitteman
Johnerous;
RomeijndersK;cdavandaag
deborazonderh;bartlup
naatdefeo;
PatrickCoppens1;
Knihovnikarska;
LdHGld;Legerdesheils
Spittie28;
HansdeBoer18;
aart1975;
jcvangent;
Espen_vdH;
RomeijndersK;cdavandaag
Biancafca_;bartlup
NielsvdPol;bartlup
VogelvrijeHArts;
ThijsHaver;Energiecomm,emileroemer,LodewijkA
FoughtyWilliam;
jajem;
BeltPeter;
M4RLBOROM4N68;uri4u,LodewijkA,PvdA
Sed_Morteza;
andrevanes;fbarend
PeterZwerver;
BonteRaaf;madame_miek
MStultiens;Hanssteenbergen
FoughtyWilliam;
APrimowees;TheoJans1
Cu_Prae;jesseklaver
Milan_Devilee;bartlup
APPELADVIES;fransweisglas,jesseklaver,sybrandbuma
IvoThijssen;KustawBessems
remyvanmannekes;
WillemNomden;Legerdesheils
lolvanhol;vanderzande
mluxen;bartlup
FoughtyWilliam;
davidbarens;
VzangBob;bartlup
eventjes;
Roossie85;
hypomargoteros;
Ept33Ept;huibmodderkolk
GuurtWildes;PvdA,LodewijkA,meilivos
dennisjanus;bartlup
DutchStone;
FoughtyWilliam;
andromedanyan;
ikluisternaarje;
RomeijndersK;LiseWitteman
jeffreyras01;bartlup
madame_miek;
FoughtyWilliam;
deligted;emileroemer,LodewijkA
AanZetcoaching;WouterBooij
markkommerie;LodewijkA
StanBackus;
dosbas;krolla1983
RiaMaliepaard;WouterBooij
FoughtyWilliam;
caroline_pers;fbarend,NPO1
TVlierberghe;pvdmeersch,JinekLive
Rouwvrouw;VogelvrijeHArts
pino_chetsnek;fbarend,NPO1,wierdduk,NPO2
euexplainer;mariannethieme
yrealj;
fennie___;bartlup
Rob_Nieuwveld;GreenpeaceNL
maxtollenaar;
reneverkroost;uri4u,LodewijkA,PvdA
FoughtyWilliam;
IsisEvrinen;
JoseKlerks;bartlup
Sjoerd_deVos;bartlup
DemiKorstenx;
berrykoelewijn;waaromweetikdit
luckyluck101;
PjotrLigthart;
RonSmallenburg;
Maurice13031979;
jacobdevries;
rolthuis;fransweisglas,sybrandbuma,APechtold
DaeronSingollo;
flawlessroutine;Amma_Asante
johannawr;Legerdesheils
GMlovelie67xxx;WouterBooij
TheoJans1;
PoEthiek;sybrandbuma
Foxmeister_;geertwilderspvv
SvenSchuitema;keesdewitte
KevvR;
Poolreiziger;
Rouwvrouw;lucpluijmen76
eylemkoseoglu;
lindavbriemen;robvandegroep
dsmih;marjolijn1994
mkdvrs;
hanspijnaker;
El_Griego79;emileroemer
Legerdesheils;
janhdevries;
naatdefeo;
JolanKnol;
sebasboers;
YidArmyNL;
Mari_Celisa;bartlup
RogierAlmere;
Eevski;
itsxfarah;petervheemst
Francine050;
PimKerkwijk;MO_Onhunter
VVDBunnik;RoelSchrein
Mary_AnnL;uri4u,LodewijkA,PvdA
k_kaspert;
Energiecomm;emileroemer,LodewijkA
GerbenKG;fransweisglas,sybrandbuma,APechtold
Rortd;
woutersanne;roepme
KrisRemels;bartlup
beschuit_p;MichelOss,LodewijkA
FvdBoomen;
kayfrizo;
Hans_Jansen;adewolff
leanonlien;bartlup
selcuk_nl;
vanderzande;nosop3
onerepubliq;onerepubliq
DeHogeHoed;bartlup
AteDuursma;StanVanEck
tomvanderspaken;olle010,thierrybaudet,fvdemocratie
marketier11;
BroederKeesH;jeroen_veghel
DaanVerhoeven;
nickhoekman;bartlup
NielsEssence;Verkoulen
MO_Onhunter;
tafkaeast;bartlup
politiq;
FoughtyWilliam;
MMJDons;bartlup
jessecupasoup;NielsvanWeert
ThijsLoonstra;
PeterLangenAfrt;
Hanssteenbergen;
melarnoo;bartlup
arendmeijer;timversnel
BonteRaaf;arnansamson
BernardKalksma;
ArjenRonner;ewoudbutter
PcmPaulien;FemkeMerel,mariannethieme
MariekeKeyzer;peterkerris
MalkisJajan;thiessenmark
Blenderz;ThmsvdVlk
frankvkuppeveld;fransweisglas,sybrandbuma,APechtold
tvoorhamm;petervheemst
Geefmedevijf;GreenpeaceNL
FreeAtLiberty;
gerda_prins;petervheemst
GoogleNL;
WalterDinger;Piratenpartij,ncilla
kellybatistnl;bartlup
SamiSpeaks;
Layspace;
wonderfuldramer;remyvanmannekes
dirkminnebo;
SjorsArts;
Basdevos;WouterBooij
ZusterGerrie;bartlup
WilliamCookVI;uri4u,LodewijkA,PvdA
GPuylaert;
TheoRietkerk;fransweisglas,sybrandbuma,APechtold
frisohuizinga;NOS
echtkritisch;LavieJanRoos
Irma_Koopman;
roosdickmann;bartlup
JannesvanRoermu;huibmodderkolk
Uylenhof;petervheemst
meningvannena;
jesse_markus;
Ennodewitt;KustawBessems,volkskrant
Spittie28;
Calciet;VogelvrijeHArts
KiesKlimaat;Niekess
StanVanEck;
kajleers;
Arnhems;
BrendaVanOsch;nynke
DouweUitze;cdavandaag
paschnampook;Dolfjansen
michielrutjes;bartlup
jj58;DaanVerhoeven
moart3n;bartlup
nijdamjg;uri4u,LodewijkA,PvdA
Robinaanhane;
j_louis_;
Jacovanderveen;
4ernst;APechtold,sybrandbuma
VNL153;aleksandros_b,LavieJanRoos
corvankruchten;yrealj,D66
DannyFietst;BrtVdw
Verkoulen;
bleumnec;HarmVanBezouw
slugtmeier;DannyMekic
Sprakeloos;
atietwiet;
palpeet;
JosvdB;
grandelukather;bartlup
vanschaikw;bartlup
CaspervanEs;
fdolfsma;sybrandbuma,jpbalkenende
Pjotr_BD;nynke
fritsbloemberg;
MarOirs;
meijbaard;WouterBooij
vincentr78;nynke
dionese_f;NOS,jesseklaver,sybrandbuma
BuikemaHenk;WouterBooij
PvdA_LL;petervheemst
ArjenRonner;sdinjens
traallok;mholkers
SmolLiselot;bartlup
pittoresq;
CharlesSobieski;Michel1401
HerbertWensink;ewoudbutter
AdvocaatAlpha;lentie
Sed_Morteza;
daanvankeulen;
renerhoen;DannyMekic
BochovePvdA;NOS
kulmetehan;bartlup
KeesJanGrin;
robvandegroep;
XKuiper;bartlup
stopmoslimhaat;
leftwingcyclist;sdinjens
BasVanVuren;nynke
Msteffenswater;arnansamson
Lieke_Brouwer;JolanKnol
ThomasRonnes;peterkerris
BlindDaIey;vanderzande
OVJG;
RonVerheijen;
sxIwa;bartlup
MapRenes;LisetMeddens
OOVDeMarne;
HWuijtens;bartlup
ServusPecum;roepme
Legerdesheils;
pino_chetsnek;cpo3x
bregjejonkhart;
PatrickCoppens1;
EdouardvanArem;
jer85;
gertjanneerhof;thiessenmark
AllardPolak;LodewijkA
SeimenBurum;fbarend,NPO1
BoelensL;
carolinewammes;vanderzande
BleekTapir;bartlup
Glamcultkid;
fjansen1993;
jan_svs;bartlup
RuudLassche;
Energiecomm;JorisW_GP
AntoonKanis;remyvanmannekes
Thara_TN;emileroemer
Lintweetsagogo;
kirs21;suussss
marcelcrok;fvdemocratie,thierrybaudet,THiddema
BSBfan86;bartlup
NL_PWR;olle010,thierrybaudet,fvdemocratie
Geertruidaxxx;
jockgeselschap;remcovvd
NielsHamoen;PvdAtotMonasch
webO_o;WimvanHelden
lentie;
Energiecomm;paulinewes,gertjansegers,markrutte,Energiecomm
hypomargoteros;
royvanwijk4;bartlup
Casper_ter_Beek;Nokterian
TonistTonnies;bartlup
dennisschokker;
jmaouche;NOS,jesseklaver,sybrandbuma
RikHindriks;petervheemst
oeg76;emileroemer
marizsmn;
HausOfSharon;
Arno_JanB;ThomasS_VU
berthesselink;sybrandbuma,cdavandaag
AstridOosenbrug;peterkerris
pinkeltjes;bartlup
dirkfraneker;
Djammi;rogierelshout
FreeAtLiberty;
BrtVdw;
ahmulder04;cdavandaag
implosionblue;bartlup
RensDeRon;
thdehaan;NOS
sergiobelfor;krolla1983
tvoorhamm;rogierelshout
marcbreugelmans;LiseWitteman
dehoogh;
dsmih;VogelvrijeHArts
dreamlikebelle;bartlup
wierdduk;fbarend,NPO1
deNederlander_;APechtold
RhodanM;bartlup
ingridbennink;
SaraJac53729508;
MennoLittel;bartlup
realbellasworld;sybrandbuma
marcvisch;
mtenbarge;
Legerdesheils;
peggybvd;
MarykeGroenland;
PvdDGouda;ewoudbutter
EdHarms;
teacher_rick;APechtold
woukevscherrenb;J_Dijsselbloem
FredvanHeukelom;fvdemocratie,thierrybaudet,THiddema
hanslhattem;
ThomasS_VU;
rochecabeyo;bartlup
jj58;vid
EricJorem;
Irma_Koopman;
thecybercrew;thecybercrew,geertwilderspvv,markrutte,sybrandbuma,APechtold
TonSchroor;sybrandbuma,APechtold
AnneliesZutphen;bartlup
NielsvanWeert;
TribbleSlayer_1;Nokterian
cpo3x;
JolanKnol;
NielsvdBerge;EdHarms
johnvanzweden;sybrandbuma,APechtold,cdavandaag
j0epiedep0epie;
fransweisglas;sybrandbuma,APechtold
ahtlam;fvdemocratie,thierrybaudet,THiddema
noorlanderedwin;
fantasievriend;sybrandbuma
MarleenBarth;WouterBooij
Eggert;
m_neuteboom;sybrandbuma
veurtjesm;Outappel
shoushou78;sdinjens
petramesselink;bartlup
AbrahamWijnand;
SinhoJohan;
emiel1;aronofsky1978,nrc,volkskrant
Johnerous;
MikeMarselis;bartlup
zwevendekiezer;
estherelisa;nynke
filosoof;
corny749;bartlup
annefleurmel;
Smits1Rene;euexplainer
ferryman;
sjaakkruisGL;sdinjens
NLNieuwsAlert;
NLNieuwsAlert;
erikazeegers;LodewijkA,PvdA
chrissiekun;
ArcadenJ;
WebMerel;
Rommedinho;
ErikV002;joffrey25
traallok;leendertpuntcom
Kuif007;
KoenRoelands;VrijndeSteede
asnah_ramdajal;vanderzande
Johnny25232;Rechtse_Hbo_er,HesselHVisser
gijsjansen;APechtold
tamaamyafandem;GoogleNL,NOS
mister_bram2;
jlaffra;
Quintenw;vdMeerTom
At_Polhuis;petervheemst
dezzinski;roemer
jaapdaf;bartlup
Colinda84breda;waaromweetikdit
lunettic;nynke
rolanddebruyne;bartlup
ThijsHaver;Energiecomm
MennieVanRokkie;bartlup
traallok;pittoresq
WimvanHelden;
Jack_Tummers;GreenpeaceNL
ErikvanDam3;SFGrol
Dracon85;
KIESLIES;petervheemst
TammoMunting;bartlup
ptrschtn;
Ouwe_Rocker;WiHoek
AC_translates;vanderzande
MissMarNL;
RikaJans;WouterBooij
Newshunkie;NOS
joffrey25;
roepme;
Quintenw;petervheemst
asnah_ramdajal;NOS,jesseklaver,sybrandbuma
Veenhuizen;
Renzo026;bartlup
YurreWieken;
SjoerdB;
JosMejeur;vanderzande
knipoog50;DareHeGoes,APechtold
Thommeh91;
EdwinVanWelie;
Amsterjan;
NielsvdBerge;rogierelshout
markkommerie;sybrandbuma,APechtold
babyfrojo;bartlup
DeBetereEter;sybrandbuma
AvanVuren;NOS,jesseklaver,sybrandbuma
imfearless13_;
Dunne076;
gerbenlast85;
Energiecomm;
Backenricker;EWdeVlieger
ArthurBoone;
Dutchvlog;JorisW_GP
dezusvangijs;
BeltPeter;
AntoonKanis;DannyMekic
Luuk_DC;
aquerci;GVerbaan
ReneSchalks70;
Rootje71;sybrandbuma
sl1970;bartlup
PvdAtotMonasch;
beschuit_p;DannyMekic
_reinder_;huibmodderkolk
adewolff;
jacquelinezlata;NOS,jesseklaver,sybrandbuma
VrijndeSteede;
IsisEvrinen;
benjaminvanes;
hypomargoteros;
RuudLassche;
truusvankleef;cdavandaag
SaraJac53729508;
MODHooligan;
hopzakid;sybrandbuma
DeOverdenking;sybrandbuma,APechtold
ginalinettits;
realbellasworld;sybrandbuma,APechtold
Aaf5;thierrybaudet
Rechtse_Hbo_er;Michel1401
DamarisVerboom;
bramvdhelder;
Ideetje9;bartlup
indigonl;DannyMekic
Martijnmeijer80;bartlup
Middenlinksrech;nynke
AMHHendrix;
Marijke_Vos;sdinjens
fritsbloemberg;
Timba11;
AnitaEngbers;bartlup
Rechtse_Hbo_er;HesselHVisser
ffl641;EWdeVlieger
vocaIeigh;bartlup
aadvanuffelen;LisetMeddens
markschoones;
PjotrLigthart;AstaMcCarthy,sybrandbuma,APechtold
MelchiorGEKKIE;MichelOss,LodewijkA
thecybercrew;geertwilderspvv,markrutte,sybrandbuma,APechtold
gdj0801;sybrandbuma
sarah_lv;nynke
Wiebel3;paulrikmans
Butchi;
Verwonderster;bartlup
Daphne_Breugel;VogelvrijeHArts
floorvermeulen;thiessenmark
bocajlop;MichelOss,LodewijkA
JosvdB;
Bushcraft_Mouse;EWdeVlieger
chantalcoolsma;
luis_pels;
AchternaamJan;bartlup
ilahrubio;petervheemst
PepeNature;petervheemst
hypomargoteros;
dicokuiper;petervheemst
ffl641;roepme
caroline_pers;gjvu
Niekess;
ThmsvdVlk;
JaimeHabets;bartlup
jaapdaf;bartlup
rvannooijen;thiessenmark
Schuurzaam;sybrandbuma
frankkienl;AdvocaatAlpha,Piratenpartij,ncilla
HannibalOH2;NOS
Andries_tekst;
VVDBunnik;remcovvd
CorineZaagman;MohamedMokaddem
DaanVerhoeven;
evanyluhulima;
ienapiena;nynke
marjolijn1994;
Gerteke_;
pieterdehart;bartlup
paralyz3;
turkijerel;geertwilderspvv,markrutte,sybrandbuma,APechtold
bramvommen;
bartjonkman1;sybrandbuma
DieterKlobedanz;WouterBooij
filosoof;
PaulVermast;rogierelshout
marcelherry;pittoresq
L_van_Barneveld;
djvanvliet;
ronald_brok;uri4u,LodewijkA,PvdA
galliet;
XKuiper;
paulrikmans;
MartinRoadkill;
GATamson;bartlup
3Ladylamp;vid
JurJonker;randymartens
ingebeekmans;bartlup
CDAbernheze;cdavandaag
Wijdesloten;EWdeVlieger
jockgeselschap;fransweisglas,markrutte,gertjansegers
Larzuy;
DareHeGoes;APechtold
mlauriks;
volgvarken;GreenpeaceNL
arnansamson;
Miszmii;
MohamedMokaddem;
WesleyNoya;
MarkvanDongen1;VogelvrijeHArts
WiegerKoning;GHamers,sybrandbuma,APechtold
PatrickWobben;
vdwijkschrijft;
LaurensVVoorst;CDA
JoranTibor;Nokterian
vanStokrom;
gewoonomdathet;bartlup
RooieSpieker;MichelOss,LodewijkA
skipperwibo;
BartFlentge;
Erik_Kuiper;sybrandbuma,APechtold
Anna1procent;JorisW_GP
tomveldhuijzen;standpuntnl,NPORadio1
JolanKnol;
SinhoJohan;
rogier_postma;
schreeuwen;bartlup
FortgensRf;WouterBooij
tomcommunicatie;KustawBessems,volkskrant
carla_crena;KlepDicht
niss0706;
IPiarelal;
AdvocaatAlpha;Piratenpartij,ncilla
SAMSAMMERSAMST;
RoyVanBeekveld;bartlup
ShariLee2;
hierispeter;APechtold
roepme;
bartoosterveld;atietwiet
VonoxNL;bartlup
madame_miek;
randymartens;
yrealj;D66
ReichrathR;randymartens
PatrickHulst;bartlup
Klimaatcombi;Energiecomm,mariannethieme,PartijvdDieren
robzakee;nynke
keesdewitte;
wopkevansolkema;
MaisCream;
mtenbarge;
axxasp;bartlup
petervheemst;
peterkerris;
PaulVermast;
BasRoufs_NL;
buiteb01;Judith06,bartlup
geoffreyhorst;geertwilderspvv,PvdA,PVV
ThijsHaver;Energiecomm,sybrandbuma
hanskoet;
SFGrol;
IamesJanse;FemQe
VVDBunnik;remcovvd
maxtollenaar;rogierelshout
astateofJiles;
veroen83;
StormsR;bartlup
vdMeerTom;
denniskemperman;
KoenHahn;nynke
NL_PWR;YidArmyNL
Tubaljan;huibmodderkolk
Spittie28;
MarionAltena;Peentje01,ashatenbroeke,MarionAltena
hansspekman;WouterBooij
bastiaen1;hopzakid
VVDBunnik;pvalstar
alderliestenST;
DaanVerhoeven;
KustawBessems;volkskrant
ThijsHaver;paulinewes,Energiecomm
ritniek;sybrandbuma
ilsepietje;woukevscherrenb
InsaneJoelAkane;jesseklaver,APechtold
Ralphkrijgsheld;vanderzande
PaulSiegers;
VitalMoors;D66,piadijkstra
deniedhumrights;EvaKnoet
rubenvaneijk;
imfearless13_;
jandereus1;remcovvd
hanslhattem;
Reinder2013;Mariannevdv,APechtold
traallok;L_van_Barneveld
bo_verhoef;
Zaynxperrie_;bartlup
AstaMcCarthy;sybrandbuma,APechtold
Peentje01;vid
carolmrock;
MarthijnT;Bertaverlo
petrakramer;FemQe
Juf_Ongeduld;waaromweetikdit
Outappel;
bramvdhelder;SylvanaSimons
M_Zoutendijk;APechtold
Kars88;bartlup
walterdewit;
PieterDuif;EdHarms
Sabio_VD;
ferosaurus_;marjolijn1994
Ins0mnia;bartlup
luit2016;oxfamnovib
nynke;
SJOERDvanHEIST;bartlup
Dracon85;
LoransTosti;
GoogleNL;
yvonneboekema;bartlup
WouterDielissen;bartlup
vitaminiam;bartlup
paulrikmans;
BenHarmers;
ruude4s;sybrandbuma
Rikheinen1989;bartlup
TomasFriedhoff;Energiecomm,mariannethieme,PartijvdDieren
keesvreeken;
SaraJac53729508;
uitgeverijMaaS;ewoudbutter
El_Griego79;APechtold,emileroemer,sybrandbuma
KisselevJr;
daphnexuria;bartlup
Mariannevdv;APechtold
WurfTwain;
wesleyvdheijden;
ChrisRossing;sybrandbuma,cdavandaag
WM_Meijering;bartlup
cvrooijen;APechtold
dirkminnebo;
YidArmyNL;YidArmyNL
Timhagt;WilcoBoom
NikkiRadjinie;PvdAtotMonasch
Joey368616;
EsmeeDubbeldam;
DolfijneDolfijn;
anatwitje;
stefanwillemsen;bartlup
fundamujde;Dolfjansen
HenkietankieNL;
Smits1Rene;euexplainer
Rechtse_Hbo_er;kemal_035
AZickermann;VVDBunnik,HaykeVeldman
jpvanrooij;bartlup
roPvdB;
StanBackus;
IwanBrink;sybrandbuma
nicoledehaan;
ivoboode;CaspervanEs
ChristaOosterb;MichelOss,LodewijkA
mashasilaevv;DannyMekic
bramhugen;
kayfrizo;
MariannedeKort;APechtold
KvUem;Judith06,bartlup
jeroen_veghel;
RikSeveke;jesseklaver,APechtold
fbarend;NPO1,wierdduk,NPO2
martijnen;
rogierelshout;
dekretz;
fundamujde;ewoudbutter
pittoresq;
WBrusse;
PPInternational;Grummels,ncilla,thierrybaudet
Dame2010;DutchRenitent,APechtold
LGvanderWurf;
TheGirlWCBM;bartlup
forza1896;
RinskeGreenWish;
atietwiet;
_iriskusje;mmitje
BravoCritic;APechtold
MarOirs;APechtold
arjendeboer12;waaromweetikdit
PvdAtotMonasch;
pstuiv;
bregjejonkhart;
DickNieuw;
extergo;bartlup
YidArmyNL;skriuwwurk
nickfylax;thierrybaudet,fvdemocratie
Larzuy;
politiekeheld;
drommens;LodewijkA
LaRantwijk;bartlup
mboschnl;
marceleising;
hahageha;hogermike
wesleyvdheijden;DaanVerhoeven
fparrel;geertwilderspvv,APechtold
rv026_;MinPres
eliasNL;Eevski
JurgenVos_;bartlup
MartijnintVeld;JorisW_GP
yoranrp;
Angelakooyman;APechtold
Energiecomm;sybrandbuma
OliverSchomborg;sybrandbuma,APechtold
